,aantonop,APompliano,balajis,barrysilbert,charlieshrem,Crypto_goat_,crypto_rand,cryptomocho,CryptoYoda1338,cz_binance,danheld,erikvoorhees,jimmysong,justinsuntron,lopp,michael_saylor,mskvsk,Nickszabo4,NicTrades,notsofast,Nouriel,novogratz,peterlbrandt,PeterSchiff,rogerkver,scottmelker,Sicarious_,Thecryptodog,ToneVays,tyler,VentureCoinist,VinnyLingham,WhalePanda,woonomic
1,0.08457142857142859,0.2006888888888889,0.6486,0.046,0.5768333333333332,0.0,0.008599999999999997,0.19166666666666668,0.6597,0.6597,0.19145882352941176,0.4658,0.08872857142857146,0.8605,0.17844615384615387,0.6124,0.34,0.0,0.29081999999999997,0.31672500000000003,-0.1779,0.06955,-0.0675,0.08248571428571427,0.9246,0.1576375,0.8395,-0.003960000000000008,0.017607692307692307,0.14236000000000001,0.43590000000000007,-0.3182,0.32824,0.21459999999999999
2,0.4217,0.5000333333333332,0.6486,0.0,0.0516,0.0,0.008599999999999997,-0.015712500000000018,0.6597,0.6597,0.1062,0.2382,-0.18985714285714286,0.3116,0.07913333333333332,0.6124,0.34,0.2686,0.29081999999999997,0.24286666666666668,-0.1779,0.3612,0.33205,0.24803333333333333,0.3595,0.12470399999999998,-0.1027,0.1384466666666667,0.16510454545454545,0.24339166666666667,0.21003333333333338,0.4201,0.0,0.19211
3,0.21009999999999998,0.44633888888888884,0.6486,0.0,0.20469999999999997,0.2786666666666667,0.17202727272727272,0.12664,0.6597,0.6597,0.08613513513513511,0.3412,0.3292090909090909,0.508,0.04615652173913043,0.5626749999999999,0.6228,0.2686,0.3862666666666667,0.17910909090909088,-0.1779,0.38126,0.0,0.19593333333333338,0.060233333333333326,0.08867333333333334,0.4387666666666667,0.04580434782608696,0.198075,0.4962166666666667,0.45048,0.4201,0.30645000000000006,0.22970857142857143
4,0.017024999999999988,0.5355166666666668,0.21636249999999999,0.27115,0.247875,0.2786666666666667,-0.06459999999999999,0.47468000000000005,0.6597,-0.6486,0.12173076923076923,-0.10910000000000002,0.08638181818181818,0.4686,0.20414444444444435,0.4423333333333333,0.3391333333333333,0.2686,0.5719,0.10626875000000001,-0.6705,0.5521,0.13794999999999996,0.19593333333333338,-0.11353333333333333,0.29889200000000005,0.15624,0.21590000000000004,0.19607222222222223,0.46649999999999997,0.3014666666666666,0.4201,-0.3182,0.11816666666666666
5,0.4753,0.23188666666666666,0.5147,0.27115,0.247875,-0.0644,-0.0017666666666666664,0.21399285714285712,0.06463999999999996,-0.6486,0.2787951219512196,0.2732,0.39335714285714285,0.38180000000000003,0.28327142857142856,0.48162857142857146,0.3391333333333333,0.2686,0.161,0.2998071428571428,-0.49835,0.4971,-0.2294,0.19593333333333338,0.35885,0.25165833333333326,0.20885714285714288,-0.0686,-0.13194285714285717,-0.15158,0.3854166666666666,0.4201,-0.1316,0.27360769230769233
6,0.5492333333333334,0.18568260869565217,0.5147,0.2877,0.0,0.0,0.0,0.09293333333333333,-0.06973999999999998,0.4646,0.12515128205128206,0.10164782608695652,0.06754444444444446,0.42168333333333335,-0.3139846153846154,0.5010222222222223,-0.7351,0.0,-0.24951666666666664,0.28063714285714286,-0.49835,0.289375,0.06239999999999998,-0.07858000000000001,0.2673,0.21999999999999997,0.16584,0.24530000000000005,0.064475,0.3100428571428572,0.21198235294117648,0.09624000000000002,0.20598333333333332,0.0948
7,0.44804000000000005,0.2883153846153846,0.5147,0.35094999999999993,0.3461666666666667,0.0,0.1035,0.1836611111111111,0.0,-0.12773333333333334,0.14181000000000002,0.16310833333333333,0.17203333333333334,0.3772318181818182,0.05337499999999999,0.48559333333333327,0.0,0.0,0.06288,0.20111999999999997,-0.49835,0.289375,0.06239999999999998,-0.07858000000000001,0.09222499999999997,0.13489999999999996,0.43116666666666664,0.0762409090909091,0.25642,0.3433,0.434,0.0,0.05135,0.10164285714285715
8,0.49938000000000005,0.2256576923076923,0.1589,0.25233999999999995,0.38689999999999997,0.40009999999999996,0.2903071428571429,0.017527272727272728,0.1817,0.0,0.16045961538461542,0.048312499999999994,0.07177499999999999,0.2573588235294118,0.17141875,0.30712222222222224,0.30231111111111114,0.0,0.220725,0.11391818181818185,-0.49835,0.8142,0.37895,-0.07858000000000001,0.07543333333333334,0.14336000000000002,0.5859,0.0035101694915254133,0.08900000000000001,0.24812857142857148,0.35562727272727274,-0.5023,0.018980000000000007,0.2616333333333334
9,0.5406833333333333,0.15048421052631578,0.1589,0.24980000000000002,0.23583333333333334,0.0,0.2090714285714286,0.11531481481481481,0.4660333333333333,-0.13246666666666665,0.16989090909090912,-0.18103333333333335,0.02969090909090908,0.3799916666666667,0.1808545454545455,0.3493,0.009200000000000022,0.0,0.07326666666666667,0.17792999999999998,-0.49835,0.24755,0.027149999999999994,0.7832333333333333,-0.105375,0.21432765957446812,0.3705,0.06193478260869564,0.23925714285714283,0.44509999999999994,0.37578333333333336,0.4926,0.02022857142857143,0.18
10,-0.04142499999999999,0.10865185185185186,0.1589,-0.0022199999999999998,0.36853,0.26586,0.024864705882352945,0.25854090909090915,0.4660333333333333,0.0,0.08499622641509433,0.05202857142857143,0.46362857142857145,0.41025,0.1813842105263158,0.36316666666666664,0.009200000000000022,0.005574999999999997,-0.03253571428571428,0.16831666666666664,-0.2584,0.18235,0.4967,-0.48966666666666664,0.1027,0.1482488888888889,0.51555,-0.13205999999999998,0.3858428571428572,0.25532307692307693,0.19811538461538464,0.2023,-0.11010000000000002,0.17377000000000004
11,0.15396153846153846,0.3123416666666667,0.1589,-0.135575,0.19820000000000004,-0.07400000000000001,0.28030000000000005,0.05082608695652174,0.16133333333333333,-0.12689999999999999,0.13237014925373133,-0.026945833333333325,-0.1759285714285714,0.24080000000000001,0.08736666666666666,0.43045833333333333,0.5418499999999999,-0.1341,-0.06704,0.3414318181818183,-0.18910000000000002,0.9001,0.0,0.3527,0.042899999999999966,0.208644,0.0,0.222925,0.11510909090909091,0.23442500000000005,0.21276666666666666,0.2023,-0.46573333333333333,0.23267272727272725
12,0.26086363636363635,0.2742384615384615,0.12925,-0.134275,0.059342857142857156,0.08921000000000001,0.26905454545454544,-0.009864705882352944,0.16133333333333333,-0.23266,0.12441911764705882,0.0,0.11740833333333334,0.258475,0.004444827586206888,0.3374846153846154,-0.007000000000000006,-0.0010333333333333306,0.1604142857142857,0.28358333333333335,0.0,0.34979166666666667,0.14428333333333335,0.10881176470588236,0.076975,0.09227096774193548,0.7622,0.22914642857142858,0.09145172413793104,0.13461578947368422,0.4066888888888889,0.21108000000000002,0.015583333333333343,0.13906923076923078
13,0.49324583333333333,0.3507294117647059,0.0,0.38915,0.23119,0.040175,0.22615454545454544,0.31756666666666666,0.16704000000000002,0.25176,0.22768571428571432,0.26215999999999995,0.1810090909090909,0.243475,-0.06405714285714285,0.06962,0.0516,0.291575,0.12197,0.2059894736842105,-0.28964285714285715,0.23186666666666667,0.34104999999999996,0.026506666666666664,0.5598333333333333,0.30026296296296295,-0.07810000000000002,0.14150000000000001,0.17675263157894736,0.2061434782608695,0.38142000000000004,0.31804,-0.02259999999999998,0.28226363636363644
14,0.23162238805970156,0.22482000000000005,0.367375,0.42115,0.42676666666666674,0.3444,0.20356000000000002,0.11884000000000002,0.44467999999999996,0.1122,0.16864326241134753,0.3172133333333333,0.0594625,0.34554,0.06580000000000001,0.35003,0.0,0.2806666666666667,-0.006722222222222228,0.1676658536585366,-0.18504230769230767,0.4662,0.3849,0.06630444444444444,0.09545,0.23350952380952383,0.06804444444444442,0.06310526315789473,0.07152499999999999,0.21811935483870973,0.37856666666666666,0.13524000000000003,0.18480000000000002,0.2628037037037037
15,0.3102478260869565,0.16755555555555554,0.39727999999999997,-0.04928571428571428,0.25880000000000003,0.1737,0.13774999999999998,0.07702941176470587,-0.06153333333333335,-0.5423,0.134908,0.10073846153846157,0.2602000000000001,0.5831799999999999,0.014215789473684199,0.3070333333333334,-0.6685,-0.45009999999999994,0.0,0.06927500000000002,-0.2173,0.4017,0.3849,0.15998333333333334,0.0,0.2911136363636364,0.15037499999999998,0.1643959183673469,0.09146153846153847,0.29892,0.29195000000000004,0.0,0.08718333333333335,0.3895416666666667
16,0.19300238095238095,0.29064571428571434,0.2348222222222222,-0.025150000000000006,0.318225,0.1212263157894737,0.08765833333333332,0.13101200000000002,0.48472,0.2199727272727273,0.18014893617021274,0.25145454545454543,0.24461176470588236,0.24227500000000002,0.10913225806451617,0.31148999999999993,0.60275,0.265525,0.12801999999999997,0.14999830508474576,-0.3521666666666667,0.12496000000000003,0.3096,0.10678461538461538,0.2185,0.3564145161290322,0.08256363636363635,0.10012790697674419,0.11723076923076924,0.14819310344827583,0.2363823529411765,-0.11344285714285715,0.04525,0.2538111111111111
17,0.36758235294117647,0.30935576923076924,-0.039049999999999994,-0.2732,0.487,0.20824285714285715,0.0,0.14231199999999997,-0.14975000000000002,-0.029066666666666668,0.1794056603773584,0.26005,0.32978750000000007,0.61465,-0.014851219512195122,0.28856923076923074,0.60275,0.70685,0.38833333333333336,0.17551499999999995,-0.4549,0.130525,-0.15707500000000002,0.1252777777777777,0.1774,0.2798586206896551,0.0,0.5799,0.14352692307692305,0.2868909090909091,0.5054875,0.04615,0.13982727272727272,0.16195555555555552
18,0.3031388888888888,0.2629401960784314,0.17218823529411764,0.1809777777777778,0.31913684210526316,0.1305551724137931,0.2156583333333333,0.01201551724137931,0.33383333333333337,0.09738333333333336,0.12006531531531536,0.3065172413793103,0.06845652173913044,0.2197941176470588,0.01586144578313254,0.33725238095238097,-0.3498,-0.0807875,0.04455333333333332,0.16912023809523807,-0.18001666666666669,0.3767916666666667,0.05058181818181818,0.06384949494949492,0.09719,0.12211709401709399,0.20422666666666667,0.20073035714285714,0.27058400000000005,0.22868235294117656,0.32360909090909096,-0.02145714285714286,0.06136896551724138,0.23230178571428572
19,0.20799499999999999,0.36209750000000007,0.22866,0.22091666666666665,0.3624545454545455,0.23147142857142858,0.06602999999999999,0.06574999999999998,0.0,0.35237999999999997,0.12093052631578947,0.29013,0.32116666666666666,0.14873333333333333,-0.02961578947368422,0.3704214285714286,-0.18358000000000002,0.66625,0.09661666666666667,0.23543888888888886,-0.4270833333333333,0.50265,0.5262666666666667,0.05342115384615384,0.04326000000000001,0.17271463414634144,0.0516,0.19771249999999999,0.24839393939393936,0.1241925925925926,0.08861666666666668,0.49219999999999997,-0.10946923076923078,0.10477777777777779
20,-0.05452884615384613,0.37344102564102566,0.24738275862068965,-0.064,0.2968799999999999,0.07167500000000002,0.15095999999999998,0.1707875,0.0,-0.25094444444444447,0.025709345794392522,0.4240625,0.16812,-0.4389,-0.03131212121212122,0.20447,0.18345,-0.38915,-0.010166666666666666,0.15038666666666664,-0.07566666666666666,0.2889,-0.16461666666666666,0.0318304347826087,0.0,0.1824304347826087,-0.030942857142857143,-0.09013333333333333,0.3325736842105263,0.07740000000000002,0.2254111111111111,0.3182,0.26664705882352946,0.10820555555555553
21,0.21263888888888888,0.33546666666666675,0.35495909090909095,0.4389,0.047124999999999986,0.131675,0.08711818181818184,-0.18040000000000003,0.35015,0.2028727272727273,0.14883444444444444,0.1589,0.16757142857142862,-0.23835,0.032681249999999995,0.2926769230769231,0.12259,0.023933333333333324,0.22812500000000002,0.08608695652173913,0.27542500000000003,0.5136375,0.38089999999999996,0.11205757575757574,0.2202,0.1712391304347826,-0.31762500000000005,0.11557000000000002,0.10755833333333331,0.22338000000000002,0.23013000000000003,0.09868750000000001,0.03491666666666667,0.14466666666666667
22,0.1928648648648648,0.2388457142857143,0.5967818181818182,0.4086666666666667,-0.33858,0.10431249999999999,0.13995454545454547,0.17467391304347826,0.35015,0.18238000000000004,0.18264044943820226,0.22248749999999998,0.09307500000000002,-0.23835,-0.04928571428571429,0.23145000000000002,0.03883333333333334,-0.18530000000000002,-0.14242,0.1308723404255319,0.27542500000000003,0.05135,0.27466666666666667,0.2741090909090909,0.0193,0.20494571428571426,0.0306875,0.13042307692307692,0.1708705882352941,0.07532,0.17921612903225806,0.2519,0.18401666666666663,0.12396923076923078
23,0.26951379310344825,0.2851659090909091,0.26167999999999997,0.4086666666666667,0.22201666666666667,0.180996,0.11562000000000001,0.07091111111111109,0.77875,0.08938333333333331,0.1770305389221557,0.06187200000000001,0.06947692307692306,0.6508400000000001,-0.049138235294117656,0.531161111111111,0.24934090909090909,-0.18530000000000002,0.10436000000000001,0.20095774647887324,0.05611999999999999,0.1101,0.29988000000000004,0.21579393939393937,-0.3062,0.20312352941176473,-0.08494999999999998,0.17803793103448276,0.20566923076923077,0.16528387096774194,0.20939583333333334,0.42244000000000004,0.008555000000000004,0.25478695652173916
24,0.44558125,0.2758942028985509,0.4122555555555555,0.4086666666666667,0.2524625,0.12179166666666667,0.11568666666666666,-0.01065714285714286,0.77875,0.2828294117647059,0.16406832298136645,0.11562941176470587,0.2417375,0.42396666666666666,-0.028618181818181824,0.15075333333333335,0.36434,-0.29600000000000004,0.36751428571428574,0.2773634146341464,0.75,0.36791999999999997,-0.06735,0.13402830188679243,-0.12029999999999999,0.1782821917808219,-0.31715000000000004,0.17949302325581395,0.025846153846153845,0.13619333333333336,0.26120666666666664,0.22816999999999998,0.10352000000000003,-0.007260000000000008
25,0.3551058823529412,0.3422818181818182,0.34684,0.4086666666666667,0.14201666666666665,0.17131666666666667,0.31001666666666666,0.17465454545454545,0.77875,0.19152222222222223,0.09958793103448277,0.08713125000000002,0.052069230769230784,0.42396666666666666,0.004705555555555543,0.32265238095238097,0.15368400000000004,0.12208333333333334,0.03284285714285713,0.13882758620689656,-0.04350000000000002,0.2792,0.12588333333333332,-0.0532468085106383,0.057166666666666664,0.1789927710843374,0.26895,0.19045,-0.1715545454545455,0.18516000000000002,0.20070000000000002,0.13786666666666667,-0.05733333333333334,0.06504666666666667
26,0.14619375,0.2580883720930232,0.6435600000000001,0.4086666666666667,0.4990833333333334,0.24527777777777782,0.06698333333333333,0.26471999999999996,0.4939,-0.09866666666666668,0.048986813186813215,0.336875,0.23256000000000002,-0.008433333333333334,0.012300000000000002,0.038573333333333314,0.1674875,0.09866666666666668,0.14742,0.19088461538461537,-0.3051,0.14216,-0.020235714285714294,0.15844358974358974,0.3327,0.08508499999999998,0.36526000000000003,0.16652,0.08311111111111111,0.24068571428571425,0.35831428571428575,0.0386,0.20206666666666664,0.24731999999999996
27,0.1968875,0.14204342105263162,0.33346,0.18838,0.47364000000000006,0.07166363636363636,0.15821111111111114,-0.005288888888888874,0.4939,0.16743076923076924,0.09204399999999999,0.06298571428571428,0.11079999999999997,0.4086,0.20845789473684212,0.23239999999999997,0.13865000000000002,0.09866666666666668,-0.049671428571428554,0.3084045454545455,0.0,0.5001,-0.28586666666666666,0.10744333333333332,0.20505,0.27734137931034486,0.36526000000000003,0.09491818181818185,0.24264000000000002,0.10118333333333333,0.032466666666666644,0.0386,0.40080000000000005,0.20363076923076923
28,0.34900000000000003,0.11139189189189187,0.3973,0.21633333333333335,0.4977,0.236775,0.21230000000000002,0.47792857142857137,0.4939,-0.061239999999999996,0.12085853658536587,0.3647214285714286,0.052738461538461553,0.4086,-0.016890000000000006,0.26194,0.12744615384615382,0.09866666666666668,-0.06634999999999996,0.09729512195121953,-0.4404,0.29710000000000003,-0.28586666666666666,0.04201999999999998,0.104625,0.22639999999999996,0.36526000000000003,0.22438333333333335,0.1775,0.11861666666666666,0.32969285714285707,0.6124,0.2465222222222222,-0.04106428571428572
29,0.17654999999999998,0.29208518518518517,0.33243750000000005,0.08407499999999998,0.5049166666666668,0.03423333333333333,0.1795375,-0.05871428571428572,0.4939,-0.11000000000000001,0.1468046511627907,0.3023444444444444,0.1848875,0.8217,0.02477692307692307,0.17126666666666665,0.164305,0.09866666666666668,0.046287500000000016,0.04436666666666666,-0.4404,0.30272,0.05231999999999999,-0.03376666666666664,0.20995,0.11335689655172415,0.7096,0.2491,0.1845307692307692,0.029390000000000006,0.08692727272727273,0.62225,0.029220000000000003,0.1371
30,0.17654999999999998,0.4294454545454546,0.442,0.0,0.38576666666666665,0.12726666666666667,0.0,-0.05871428571428572,0.4939,0.0386,0.06858095238095238,-0.009850000000000012,0.04777499999999997,0.8217,0.4364,0.43179999999999996,-0.064,0.09866666666666668,-0.12916666666666668,0.1651,-0.4404,0.30272,0.5574,0.054079999999999996,0.2732,0.23128571428571426,-0.29600000000000004,0.3195,0.15253999999999998,0.029390000000000006,0.5584600000000001,0.62225,0.0,0.0
